,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,ticker,profit_loss,address2,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,wsb_mentions
146,73102-5015,Energy,1400.0,"Devon Energy Corporation, an independent energy company, primarily engages in the exploration, development, and production of oil, natural gas, and natural gas liquids in the United States. It operates approximately 3,942 gross wells. Devon Energy Corporation was founded in 1971 and is headquartered in Oklahoma City, Oklahoma.",Oklahoma City,405 235 3611,OK,United States,[],http://www.devonenergy.com,1.0,333 West Sheridan Avenue,,Oil & Gas E&P,0.17334,-0.12134,0.44194,1548000000.0,0.658,-0.08555,930000000.0,30.0,buy,1557000000.0,1685250048.0,35.0,28.01,,1.177,-0.01816,30.0,35.7,89.076,-0.10170999,45.0,1683000064.0,7559000064.0,5365000192.0,2.486,USD,12.056,0.998,1.7,NYQ,Devon Energy Corporation,Devon Energy Corporation,America/New_York,EDT,True,-14400000,EQUITY,DVN,finmb_266510,us_market,,4.735,,27.315,,,3.1,,676899968.0,,,,12.375,15813112.0,0.0234,,1609372800.0,0.85249,-652000000.0,-1.487,,,2.2634344,0.00847,1672444800.0,,1617148800.0,1.36,1620950400.0,631750222.0,3.347116,25402753024.0,2.0,,1100563200.0,2:1,,,,,3.5340106,1623715200.0,0.37,,9.035484,,0.0235,16498415.0,,,,28.47,28.38,24.563812,0.015454865,,,28.72,,8767657.0,28.47,27.202059,0.44,28.38,,8767657.0,,,0.44,1623369600.0,,,27.945,USD,,5643515.0,,,,18959968256.0,,,10775790.0,27.945,28.45,1800.0,5643515.0,31.99,,1.55,7.73,28.42,False,0.0154,3000.0,28.72,28.01,https://logo.clearbit.com/devonenergy.com,DVN,0.9909996032714844,,,,,d14cc3ae-fc64-3a70-b4ac-a4ab70fd9067,0
147,22102,Technology,138000.0,"DXC Technology Company, together with its subsidiaries, provides information technology services and solutions primarily in North America, Europe, Asia, and Australia. It operates in two segments, Global Business Services (GBS) and Global Infrastructure Services (GIS). The GBS segment offers a portfolio of analytics services and extensive partner ecosystem that help its customers to gain rapid insights, automate operations, and accelerate their digital transformation journeys; and software engineering and solutions that enable businesses to run and manage their mission-critical functions, transform their operations, and develop new ways of doing business. This segment also uses various technologies and methods to accelerate the creation, modernization, delivery, and maintenance of secure applications allowing customers to innovate faster while reducing risk, time to market, and total cost of ownership. In addition, it offers business process services, which include digital integration and optimization of front and back office processes, and agile process automation. The GIS segment adapts legacy apps to cloud, migrate the right workloads, and securely manage their multi-cloud environments; and offers security solutions help predict attacks, proactively respond to threats, and ensure compliance, as well as to protect data, applications, and infrastructure. It also provides IT outsourcing services support infrastructure, applications, and workplace IT operations, including hardware, software, physical/virtual end-user devices, collaboration tools, and IT support services. In addition, this segment offers workplace and mobility services to fit its customer's employee, business, and IT needs from intelligent collaboration; and modern device management, digital support services, Internet of Things and mobility services. The company has a strategic collaboration with Microsoft. DXC Technology Company was founded in 1959 and is headquartered in Tysons, Virginia.",Tysons,703-245-9675,VA,United States,[],http://www.dxc.technology,1.0,1775 Tysons Boulevard,,Information Technology Services,0.13938,-0.15673,0.21261999,692000000.0,-0.146,0.04246,2531000064.0,30.0,buy,4676000000.0,2500999936.0,42.5,41.23,12.406,1.101,0.018099999,14.0,40.43,130.142,-0.37666,50.0,3919000064.0,7801999872.0,18158999552.0,15.393,USD,71.517,0.973,2.5,NYQ,DXC Technology Company,DXC Technology Company,America/New_York,EDT,True,-14400000,EQUITY,DXC,finmb_263093,us_market,,0.691,,4.958,,,3.44,,254594000.0,,,,22.23,8800941.0,0.0346,,1585612800.0,0.88214,-2846000128.0,-11.209,,,1.8547009,0.01317,1648684800.0,,1609372800.0,3.63,1615766400.0,252473225.0,2.5091,12548224000.0,2.0,,1527811200.0,1156:1000,,,,12.39,0.57805556,1618444800.0,-0.91,,11.985465,,0.039300002,9194284.0,,,,41.58,41.35,33.787052,0.0,,,41.4,,2248142.0,41.58,39.88853,0.0,41.35,,2248142.0,,,,1585008000.0,,,40.76,USD,,1085986.0,,,,10496910336.0,,,2366911.0,40.76,41.51,1000.0,1085986.0,44.18,,1.65,15.64,40.24,False,,2200.0,41.4,41.23,https://logo.clearbit.com/dxc.technology,DXC,-0.1929996490478515,,,,,a0b78e07-1c4f-30f8-908d-dabe417ca847,1
148,92121,Healthcare,5500.0,"DexCom, Inc., a medical device company, focuses on the design, development, and commercialization of continuous glucose monitoring (CGM) systems in the United States and internationally. The company offers its systems for use by people with diabetes, as well as for use by healthcare providers. Its products include DexCom G6, an integrated CGM system for diabetes management; Dexcom G7, a next generation G7 CGM system; and Dexcom Share, a remote monitoring system. DexCom, Inc. has a collaboration and license agreement with Verily Life Sciences LLC and Verily Ireland Limited to develop next-generation CGM products. The company markets its products directly to endocrinologists, physicians, and diabetes educators. DexCom, Inc. was founded in 1999 and is headquartered in San Diego, California.",San Diego,858 200 0200,CA,United States,[],http://www.dexcom.com,1.0,6340 Sequence Drive,,Diagnostics & Research,0.19162,0.24452999,0.69151,409000000.0,0.317,0.15899,415800000.0,380.0,buy,1280100000.0,-115350000.0,485.0,491.41,0.312,5.784,0.05373,20.0,476.95,94.814,0.31663,540.0,2584900096.0,1894000000.0,2169900032.0,26.718,USD,22.544,5.108,1.6,NMS,"DexCom, Inc.","DexCom, Inc.",America/New_York,EDT,True,-14400000,EQUITY,DXCM,finmb_114039,us_market,,22.921,,119.617,,,3.33,,96705904.0,,,,19.681,4313047.0,0.0446,,1609372800.0,0.98519,530600000.0,5.205,,,24.968752,0.00525,1672444800.0,,1625011200.0,5.4,1623715200.0,96185822.0,0.782372,49736560640.0,2.0,,,,,,,0.359,21.900661,1626307200.0,10.41,,147.57057,,0.0502,3822718.0,,,,492.85,491.26,400.07346,,0.0,,495.4,,769842.0,492.85,462.66647,,491.26,,769842.0,,,,,,,487.0,USD,94.41115,336883.0,,,,47522246656.0,,,759880.0,487.0,520.0,900.0,336883.0,527.1,,,305.63,491.92,False,,800.0,495.4,491.41,https://logo.clearbit.com/dexcom.com,DXCM,-51.82699737548828,,,,,3ae7c86d-714e-392b-b6fd-23c89f3c2654,1
149,94065,Communication Services,9800.0,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. The company develops and publishes games and services across various genres, such as sports, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and Plants v. Zombies brands; and license games from others, including FIFA, Madden NFL, and Star Wars brands. It also provides advertising services; and licenses its games to third parties to distribute and host its games. The company markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. It has a strategic partnership with KLab Inc. for game development and operation. Electronic Arts Inc. was founded in 1982 and is headquartered in Redwood City, California.",Redwood City,650 628 1500,CA,United States,[],http://www.ea.com,1.0,209 Redwood Shores Parkway,,Electronic Gaming & Multimedia,0.25238,0.20794001,0.74533,2060999936.0,0.05,0.22434,1431000064.0,135.0,buy,4168000000.0,1771874944.0,164.4,138.68,-0.39,2.211,0.06743,32.0,162.87,16.225,0.15513,184.0,6710000128.0,1292000000.0,5670000128.0,23.329,USD,19.602,2.144,2.1,NMS,Electronic Arts Inc.,Electronic Arts Inc.,America/New_York,EDT,True,-14400000,EQUITY,EA,finmb_27963,us_market,,5.997,,23.762,,,6.14,,287625984.0,,,,27.607,5426328.0,0.0189,,1585612800.0,0.94825,1179000064.0,4.045,,,5.023363,0.00486,1648684800.0,,1609372800.0,2.39,1615766400.0,286285690.0,0.904026,34004023296.0,2.0,,1069113600.0,2:1,,,,-0.39,7.0349154,1618444800.0,0.92,,22.586319,,0.019,6151989.0,,,,138.99,138.94,140.37431,0.0012231095,0.0419,,139.4,,2637200.0,138.99,141.5253,0.17,138.94,,2637200.0,,,0.68,1614643200.0,,,138.19,USD,34.284298,1556770.0,,,,39887970304.0,,,2138990.0,138.19,139.4,1200.0,1556770.0,150.3,,,110.15,138.99,False,0.0047999998,800.0,139.4,138.68,https://logo.clearbit.com/ea.com,EA,2.19400405883789,,,,,96140e14-25e9-3e5a-bdce-3927751527d0,24767
150,95125,Consumer Cyclical,12700.0,"eBay Inc. operates marketplace platforms that connect buyers and sellers worldwide. The company's Marketplace platform includes its online marketplace at ebay.com and the eBay suite of mobile apps. Its platforms enable users to list, buy, sell, and pay for items through various online, mobile, and offline channels that include retailers, distributors, liquidators, import and export companies, auctioneers, catalog and mail-order companies, classifieds, directories, search engines, commerce participants, shopping channels, and networks. The company was founded in 1995 and is headquartered in San Jose, California.",San Jose,408 376 7008,CA,United States,[],http://www.ebayinc.com,1.0,2025 Hamilton Avenue,408 376 7401,Internet Retail,0.32494,0.25937998,0.74974996,2868999936.0,0.42,0.27049,3628000000.0,59.2,buy,7798000000.0,1114499968.0,67.0,74.02,-0.795,1.304,0.10024,25.0,69.69,195.57,0.91079,98.0,3423000064.0,7373000192.0,11164999680.0,5.025,USD,16.134,0.933,2.4,NMS,eBay Inc.,eBay Inc.,America/New_York,EDT,True,-14400000,EQUITY,EBAY,finmb_27862,us_market,,4.338,,13.351,,,4.52,,681262016.0,,,,5.536,23638812.0,0.0347,,1609372800.0,0.90472,2680000000.0,4.123,,,13.370665,0.036510002,1672444800.0,,1617148800.0,2.36,1619740800.0,655891453.0,1.144565,48436383744.0,2.0,,1437350400.0,2376:1000,,,,-0.812,4.5165257,1622160000.0,1.18,,16.376106,,0.0348,16617096.0,,,,68.89,68.64,62.905323,0.009580491,0.1741,,74.15,,8694257.0,68.89,69.32823,0.66,68.64,,8694257.0,,,0.72,1622160000.0,,,68.59,USD,17.952946,17832830.0,,,,50427011072.0,,,7160919.0,68.59,68.91,3200.0,17832830.0,74.15,,,45.36,68.85,False,0.0111,4000.0,74.15,74.02,https://logo.clearbit.com/ebayinc.com,EBAY,-1.048000717163086,,,,,6cf6bfa4-6efa-3ac5-bd50-e46cbdb24cb5,15
151,55102-2233,Basic Materials,44000.0,"Ecolab Inc. provides water, hygiene, and infection prevention solutions and services worldwide. Its Global Industrial segment offers water treatment and process applications, and cleaning and sanitizing solutions to manufacturing, food and beverage processing, transportation, chemical, metals and mining, power generation, pulp and paper, commercial laundry, petroleum, and petrochemical industries. The company's Global Institutional & Specialty segment provides specialized cleaning and sanitizing products to the foodservice, hospitality, lodging, government and education, and retail industries. Its Global Healthcare & Life Sciences segment offers specialized cleaning and sanitizing products to the healthcare, personal care, and pharmaceutical industries, such as infection prevention and surgical solutions, and end-to-end cleaning and contamination control solutions under the Ecolab, Microtek, and Anios brand names. The company's Other segment offers pest elimination services to detect, eliminate, and prevent pests, such as rodents and insects in restaurants, food and beverage processors, educational and healthcare facilities, hotels, quick service restaurant and grocery operations, and other institutional and commercial customers. This segment also provides colloidal silica for binding and polishing applications in semiconductor, catalyst, and aerospace component manufacturing, as well as chemical industries; and products and services that manage wash process through custom designed programs, premium products, dispensing equipment, water and energy management, and reduction, as well as real time data management. It sells its products through field sales and corporate account personnel, distributors, and dealers. The company was founded in 1923 and is headquartered in St. Paul, Minnesota.",Saint Paul,800 232 6522,MN,United States,[],http://www.ecolab.com,1.0,1 Ecolab Place,651 225 3098,Specialty Chemicals,0.20966999,-0.11111,0.4132,1783699968.0,0.178,0.13852,2443599872.0,205.0,hold,4932600000.0,1795162496.0,230.0,221.58,,1.806,0.04977,14.0,231.64,103.915,0.11659,260.0,1402400000.0,7000000000.0,11654599680.0,4.903,USD,40.708,1.276,2.6,NYQ,Ecolab Inc.,Ecolab Inc.,America/New_York,EDT,True,-14400000,EQUITY,ECL,finmb_268799,us_market,,5.901,,28.144,,,6.15,,285936992.0,,,,22.006,2046428.0,0.0072000003,,1609372800.0,0.8719,869000000.0,-4.528,,,10.069072,0.00471,1672444800.0,,1625011200.0,1.83,1623715200.0,253853600.0,0.99075,68773601280.0,2.0,,1055116800.0,2:1,,,,,5.4363017,1626307200.0,2.77,,36.029266,,0.0082,1757725.0,,,,219.57,219.77,215.01526,0.008653277,0.5219,,221.66,,674371.0,219.57,214.87764,1.9,219.77,,674371.0,,,1.92,1623628800.0,,,218.9,USD,,577754.0,,,,63357919232.0,,,1123550.0,218.9,226.0,1000.0,577754.0,230.0,,1.04,181.25,219.01,False,0.0087,800.0,221.66,221.58,https://logo.clearbit.com/ecolab.com,ECL,10.028993225097656,,,,,b28a7798-9427-3667-88f6-7cea5b4225a8,105
152,10003,Utilities,14071.0,"Consolidated Edison, Inc., through its subsidiaries, engages in the regulated electric, gas, and steam delivery businesses in the United States. The company offers electric services to approximately 3.5 million customers in New York City and Westchester County; gas to approximately 1.1 million customers in Manhattan, the Bronx, parts of Queens, and Westchester County; and steam to approximately 1,576 customers in parts of Manhattan. It also supplies electricity to approximately 0.3 million customers in southeastern New York and northern New Jersey; and gas to approximately 0.1 million customers in southeastern New York. The company operates 533 circuit miles of transmission lines; 15 transmission substations; 64 distribution substations; 89,673 in-service line transformers; 3,729 pole miles of overhead distribution lines; and 2,210 miles of underground distribution lines, as well as 4,341 miles of mains and 377,490 service lines for natural gas distribution. In addition, it owns, operates, and develops renewable and energy infrastructure projects; and provides energy-related products and services to wholesale and retail customers, as well as invests in electric and gas transmission projects. The company primarily sells electricity to industrial, commercial, residential, and government customers. Consolidated Edison, Inc. was founded in 1823 and is based in New York, New York.",New York,212-460-4600,NY,United States,[],http://www.conedison.com,1.0,4 Irving Place,,Utilities—Regulated Electric,0.35464,0.09024,0.57593,2075000064.0,0.137,0.20120001,4499999744.0,67.0,hold,7163000000.0,-1806000000.0,76.0,77.74,0.089,0.699,0.02627,15.0,75.79,129.094,0.062090002,83.78,76000000.0,24892000256.0,12689000448.0,0.222,USD,37.658,0.447,3.5,NYQ,"Consolidated Edison, Inc.","Consolidated Edison, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ED,finmb_263295,us_market,,3.913,,11.034,,,4.51,,353072000.0,,,,55.652,6395029.0,0.0186,,1609372800.0,0.62326,1144999936.0,3.389,,,1.3968949,0.00162,1672444800.0,,1617148800.0,3.35,1620950400.0,342172197.0,0.154891,49651568640.0,2.0,,615427200.0,2:1,,,,0.117,2.192263,1623715200.0,6.22,,17.23725,,0.0209,7592839.0,,,,77.25,77.33,74.17943,0.039805826,0.90830004,,78.0018,,1865242.0,77.25,74.102646,3.075,77.33,,1865242.0,,,3.1,1621296000.0,,,77.07,USD,22.93892,1448685.0,,,,27817625600.0,,,2010173.0,77.07,77.18,1300.0,1448685.0,83.92,,,65.56,77.17,False,0.0432,800.0,78.0018,77.74,https://logo.clearbit.com/conedison.com,ED,-0.1819999694824218,,,,,4e67af4d-9f8c-3d24-8c2f-eead828efbf6,29279
153,30309,Industrials,11000.0,"Equifax Inc. provides information solutions and human resources business process outsourcing services for businesses, governments, and consumers. The company operates through four segments: U.S. Information Solutions (USIS), Workforce Solutions, International, and Global Consumer Solutions. The USIS segment offers consumer and commercial information services, such as credit information and credit scoring, credit modeling and portfolio analytics, locate, fraud detection and prevention, identity verification, and other consulting; mortgage services; financial marketing; and identity management services. The Workforce Solutions segment provides employment, income, and social security number verification services, as well as payroll-based transaction and employment tax management services. The International segment provides information service products, which include consumer and commercial services, such as credit and financial information, and credit scoring and modeling; and credit and other marketing products and services, as well as offers information, technology, and other services to support debt collections and recovery management. The Global Consumer Solutions segment offers credit information, credit monitoring, and identity theft protection products directly to consumers through internet. The company serves customers in financial service, mortgage, employers, consumer, commercial, telecommunication, retail, automotive, utility, brokerage, healthcare, and insurance industries, as well as state, federal, and local governments. It operates in the United States, Canada, Australia, New Zealand, India, the United Kingdom, Spain, Portugal, Argentina, Chile, Costa Rica, Ecuador, El Salvador, Honduras, Mexico, Paraguay, Peru, Uruguay, Brazil, the Republic of Ireland, Russia, Cambodia, Malaysia, Singapore, and the United Arab Emirates. Equifax Inc. was founded in 1899 and is headquartered in Atlanta, Georgia.",Atlanta,404-885-8000,GA,United States,[],http://www.equifax.com,1.0,"1550 Peachtree Street, NW",,Consulting Services,0.29325,0.138,0.58778,1058800000.0,0.266,0.19703,1285200000.0,205.0,buy,2390100000.0,459524992.0,252.0,260.1,0.726,0.711,0.06242,16.0,245.44,130.465,0.21093,275.0,765900032.0,4379700224.0,4382600192.0,6.293,USD,36.034,0.63,2.3,NYQ,"Equifax, Inc.",Equifax Inc.,America/New_York,EDT,True,-14400000,EQUITY,EFX,finmb_175749,us_market,,7.415,,25.286,,,8.38,,121703000.0,,,,27.264,2900386.0,0.0238,,1609372800.0,0.92714,604800000.0,4.931,,,9.540053,0.00398,1672444800.0,,1617148800.0,5.11,1615766400.0,121342287.0,1.340319,32497516544.0,2.0,,819244800.0,2:1,,,,0.725,7.22287,1618444800.0,3.61,,31.038187,,0.026800001,2805536.0,,,,259.46,259.93,213.83115,0.006012487,0.3164,,260.86,,572342.0,259.46,251.32529,1.56,259.93,,572342.0,,,1.56,1613692800.0,,,259.25,USD,52.74792,360717.0,,,,31654950912.0,,,622736.0,259.25,259.31,800.0,360717.0,264.29,,1.14,135.98,234.0,False,0.0066000004,800.0,260.86,260.1,https://logo.clearbit.com/equifax.com,EFX,-0.955999755859375,,,,,35a1c087-ccaf-39b7-9675-3e5a0a0c4cb2,0
154,91770,Utilities,13351.0,"Edison International, through its subsidiaries, generates and distributes electric power. As of March 03, 2021, it delivered electricity to 15 million residential, commercial, industrial, public authorities, agricultural, and other customers across Southern, Central, and Coastal California. Edison International also provides energy solutions to commercial and industrial users. Its transmission facilities consist of lines ranging from 55 kV to 500 kV and substations; and distribution system consists of approximately 39,000 circuit-miles of overhead lines, approximately 31,000 circuit-miles of underground lines, and 800 substations. The company was founded in 1886 and is headquartered in Rosemead, California.",Rosemead,626-302-2222,CA,United States,[],http://www.edison.com,1.0,2244 Walnut Grove Avenue,626-302-2117,Utilities—Regulated Electric,0.34958,0.05928,0.52618,1020000000.0,0.061,0.21486999,4806000128.0,65.0,buy,7112000000.0,-1780625024.0,72.0,57.0,0.36,0.561,0.02704,16.0,71.72,143.21,0.04974,79.0,389000000.0,24664999936.0,13747999744.0,1.025,USD,36.467,0.29,1.9,NYQ,Edison International,Edison International,America/New_York,EDT,True,-14400000,EQUITY,EIX,finmb_301891,us_market,,3.571,,10.216,,,4.72,,379438016.0,,,,37.121,4879836.0,0.0128999995,,1609372800.0,0.91194,815000000.0,2.161,,,1.535519,0.00055,1672444800.0,,1617148800.0,2.24,1623715200.0,379051026.0,0.620239,49098883072.0,2.0,,740707200.0,2:1,,,,0.415,1.573172,1626307200.0,3.81,,12.076272,,0.015800001,4498915.0,,,,57.03,57.3,57.730934,0.04559004,1.2037001,,57.34,,1438200.0,57.03,56.698235,2.6,57.3,,1438200.0,,,2.65,1625184000.0,,,56.83,USD,26.376677,1531895.0,,,,21627967488.0,,,2016630.0,56.83,57.13,800.0,1531895.0,66.68,,3.61,48.47,55.65,False,0.0464,3000.0,57.34,57.0,https://logo.clearbit.com/edison.com,EIX,-0.3029998779296875,PO Box 976,,,,37bf455b-98ec-3083-a6aa-3e0a83daa0ef,0
155,10153,Consumer Defensive,48000.0,"The EstÃ©e Lauder Companies Inc. manufactures and markets skin care, makeup, fragrance, and hair care products. The company offers a range of skin care products, including moisturizers, serums, cleansers, toners, body care, exfoliators, acne care and oil correctors, facial masks, cleansing devices, and sun care products; and makeup products, such as lipsticks, lip glosses, mascaras, foundations, eyeshadows, nail polishes, and powders, as well as compacts, brushes, and other makeup tools. It also provides fragrance products in various forms comprising eau de parfum sprays and colognes, as well as lotions, powders, creams, candles, and soaps; and hair care products that include shampoos, conditioners, styling products, treatment, finishing sprays, and hair color products, as well as sells ancillary products and services. The company offers its products under EstÃ©e Lauder, Aramis, Clinique, Lab Series, Origins, MÂ·AÂ·C, Bobbi Brown, La Mer, Aveda, Jo Malone London, Bumble and bumble, Darphin, Smashbox, Le Labo, Editions de Parfums FrÃ©dÃ©ric Malle, GLAMGLOW, By Kilian, BECCA, Too Faced, RODIN olio lusso, FLIRT!, Kiton, and Tom Ford brands. It also holds license arrangements for Tommy Hilfiger, Donna Karan New York, DKNY, Michael Kors, Ermenegildo Zegna, Dr. Andrew Weil, TOM FORD BEAUTY, AERIN, and Tory Burch brands. The company sells its products through department stores, specialty-multi retailers, upscale perfumeries and pharmacies, and salons and spas; freestanding stores; its own and authorized retailer Websites; third-party online malls; stores in airports and on cruise ships; in-flight and duty-free shops; and self-select outlets. It has operations in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The EstÃ©e Lauder Companies Inc. has a joint development agreement with Atropos Therapeutics Inc. to discover senomodulators. The company was founded in 1946 and is headquartered in New York, New York.",New York,212 572 4200,NY,United States,[],http://www.elcompanies.com,1.0,767 Fifth Avenue,212 527 3764,Household & Personal Products,0.21538,0.0945,0.75552005,3112000000.0,0.155,0.17194,3168000000.0,270.0,buy,10752000000.0,2149125120.0,340.0,326.6,,2.116,0.08262,21.0,335.14,153.436,0.28257,367.0,6406000128.0,8528000000.0,14709000192.0,17.671,USD,40.596,1.566,2.0,NYQ,"Estee Lauder Companies, Inc. (T",The Estée Lauder Companies Inc.,America/New_York,EDT,True,-14400000,EQUITY,EL,finmb_207221,us_market,,7.599,,35.28,,,7.14,,233244992.0,,,,15.247,1762624.0,0.0049,,1593475200.0,0.91319,1390000000.0,3.777,,,21.420609,0.00908,1656547200.0,,1617148800.0,1.24,1619740800.0,230485049.0,0.942391,111768338432.0,2.0,,1327276800.0,2:1,,,,,8.04925,1622160000.0,1.89,,45.7423,,0.0077,1768992.0,,,,326.78,326.13,300.26547,0.0047126506,0.4085,,328.1,,658214.0,326.78,324.13824,1.54,326.13,,658214.0,,,2.12,1622073600.0,,,326.04,USD,86.47075,649007.0,,,,118396420096.0,,,989428.0,326.04,330.97,1000.0,649007.0,336.56,,1.06,194.14,300.0,False,0.0069999998,800.0,328.1,326.6,https://logo.clearbit.com/elcompanies.com,EL,-10.64899444580078,,,,,d4e8bee5-0f20-33fb-8ed5-daaf3c41980d,19515
156,37662,Basic Materials,14500.0,"Eastman Chemical Company operates as a specialty materials company worldwide. The company's Additives & Functional Products segment offers hydrocarbon and rosin resins; organic acid-based solutions; amine derivative-based building blocks; metam-based soil fumigants, thiram and ziram based fungicides, and plant growth regulators; specialty coalescent, specialty and commodity solvents, paint additives, and specialty polymers; heat transfer and aviation fluids; insoluble sulfur and anti-degradant rubber additives; and performance resins. It serves the transportation, consumables, building and construction, animal nutrition, crop protection, energy, personal and home care, and other markets. Its Advanced Materials segment provides copolyesters, cellulose esters, polyvinyl butyral (PVB) sheets, and window and protective films, and aftermarket applied film products for value-added end uses in the transportation, consumables, building and construction, durable goods, and health and wellness markets. The company's Chemical Intermediates segment offers methylamines and salts higher amines and solvents; Olefin and acetyl derivatives, ethylene, and commodity solvents; and primary non-phthalate and phthalate plasticizers, and niche non- phthalate plasticizers to the industrial chemicals and processing, building and construction, health and wellness, and agrochemicals. Its Fibers segment provides cellulose acetate tow, triacetin, cellulose acetate flake, acetic acid, and acetic anhydride for use in filtration media primarily cigarette filters; natural and solution dyed acetate yarns for use in consumables, and health and wellness markets; and wet-laid nonwoven media, specialty and engineered papers, and cellulose acetate fibers for transportation, industrial, agriculture and mining, aerospace, personal hygiene, and consumables markets. Eastman Chemical Company was founded in 1920 and is headquartered in Kingsport, Tennessee.",Kingsport,423 229 2000,TN,United States,[],http://www.eastman.com,1.0,200 South Wilcox Drive,,Chemicals,0.18123,0.05717,0.23238,1500000000.0,0.075,0.115030006,1566000000.0,101.0,buy,1983000000.0,887750016.0,137.0,115.7,0.053,1.883,0.038039997,20.0,135.65,90.457,0.08089,154.0,540000000.0,5715999744.0,8641000448.0,3.963,USD,63.759,1.096,2.1,NYQ,Eastman Chemical Company,Eastman Chemical Company,America/New_York,EDT,True,-14400000,EQUITY,EMN,finmb_109103,us_market,,2.455,,13.547,,,9.19,,136324000.0,,,,45.739,1360654.0,0.01,,1609372800.0,0.87419,494000000.0,3.609,,,2.5295699,0.0061299996,1672444800.0,,1617148800.0,1.76,1619740800.0,135433284.0,1.524456,21214085120.0,2.0,,1317686400.0,2:1,,,,0.062,1.8253311,1622160000.0,0.74,,12.589771,,0.0113,1316071.0,,,,116.32,116.04,114.92259,0.02321183,0.75,,116.48,,529271.0,116.32,112.77706,2.7,116.04,,529271.0,,,2.76,1623628800.0,,,115.445,USD,32.058743,387896.0,,,,15772686336.0,,,662950.0,115.445,116.14,1000.0,387896.0,130.47,,2.81,70.5,116.1,False,0.023599999,800.0,116.48,115.7,https://logo.clearbit.com/eastman.com,EMN,-1.9929992675781247,,,,,53160944-e94b-3431-9a58-cabc22d8b8b2,7
